isbn,books
0192126040,006008667X,075285884X,0743444787,3499132060,0333908732,0804109168,0842311645,0373871708,038533673X,0140103147
0761116230,1580174493,0811212475,0553584782,0440214858,0684824485,0684801558,0805417761,0451524195,0451626710,0452008999
0397472242,0816728739,0312958730,0451168240,0746002602,0553840177,0553348647,0441136680,0471130443,0441022790,0446516422
1580174493,0811212475,0553584782,0761116230,0440214858,0684824485,0684801558,0805417761,0451524195,0413414507,0413183904
0140277749,0931188598,1555835325,1560252723,0811212475,1580174493,0761116230,0553584782,0684824485,0440214858,1873176570
1580050158,0761116230,1580174493,0553584782,0811212475,0684824485,0440214858,0684801558,0805417761,0671669842,0451524195
0451524195,0440214858,0684824485,0553584782,0811212475,1580174493,0761116230,0805417761,0684801558,0142301574,0786815450
0821768093,0373217285,0821736949,0613024834,0345297261,0768102324,0373264186,0752801449,0553250787,1572230940,0445408529
0440214858,0684824485,1580174493,0553584782,0761116230,0811212475,0805417761,0684801558,0451524195,037325637X,0373256620
0451191889,0440214858,0684824485,0805417761,1580174493,0761116230,0811212475,0553584782,0671703196,0671671162,0821746804
0394712978,0060968613,0679860150,0811802221,0140055606,0765108852,0618340696,0061043486,0439507251,0441584179,038542597X
0394559703,0816728739,0312112963,0451168240,0746002602,0553348647,0553840177,0441136680,0471130443,0446516422,0553340077
0312979851,037369167X,051513466X,1890208825,0399149686,0765309521,0425183653,1590580249,1590580486,1590580273,0380789116
039442350X,0816728739,0312112963,0451168240,0746002602,0553348647,0553840177,0441136680,0471130443,0446516422,0553340077
0446671339,0761116230,0553584782,1580174493,0811212475,0684824485,0440214858,0684801558,0805417761,0451524195,8817664782
0451524748,0805076476,0812815092,1859580769,014029953X,0937382000,0449223841,0805417761,0440214858,0684824485,0761116230
0385479956,039442350X,038542597X,0679436065,067943559X,0439507251,055329119X,0671703552,0689833369,0312140479,0441584179
0451191137,0553584782,0811212475,0761116230,1580174493,0440214858,0684824485,0684801558,0805417761,0812047001,0352334975
0553299611,1580174493,0553584782,0811212475,0761116230,0440214858,0684824485,0684801558,0805417761,0451524195,1556154844
0679454489,1553165810,0684824485,0440214858,0811800148,080211539X,050020103X,1580174493,1565120183,0811212475,0761116230
0679454470,0380974010,0714834556,0060911581,0380974002,0440214858,0385485670,1582616485,0679420908,0684824485,0553584782
0425176304,0380787164,0380766760,1580174493,0553584782,0811212475,0071135642,0761116230,0198612982,0060516070,0071414061
0684824485,0440214858,1580174493,0553584782,0811212475,0761116230,0805417761,0684801558,0451524195,0689832109,091837118X
0684801558,1580174493,0553584782,0811212475,0761116230,0684824485,0440214858,0805417761,0451524195,1862053642,0517561336
0811212475,0761116230,0553584782,1580174493,0440214858,0684824485,0684801558,0805417761,0451524195,0451627970,0451626710
0553584782,0761116230,0811212475,1580174493,0440214858,0684824485,0684801558,0805417761,0451524195,1565120752,0451628640
0805417761,0684824485,0440214858,0811212475,0553584782,1580174493,0761116230,0684801558,0340604085,0340568674,034038784X
087542791X,0723249261,0816775109,0439471516,0440237653,0760703558,0761504524,0345278445,0275957640,0743437675,0895776219
015696158X,0135177154,0062502638,0321085043,0789441772,0806128542,1567181015,0875962378,1573220515,0801834910,0345251911
0375408673,039442350X,0451168240,0312082029,0440201896,038542597X,0231108680,0231074883,0385479956,0395689279,0312109563
0679424474,038531485X,0374524238,0517883384,0517880075,0517800985,1560532734,0375402497,0517704005,1560524936,1560449667
0312983271,0505525038,0553582259,0373711131,0312301723,0684853612,0380787164,0743250109,0061099023,067179695X,0446307831
0060507845,0743250109,051513466X,0399149686,1590580486,0380789116,1890208825,0765309521,0451409914,1590580249,1590580273
0312204353,067100851X,0684196875,0030595746,1875847464,0375506217,0877284245,055327869X,0345298055,013026881X,155583115X
1551669285,0688176852,1590580486,0765309521,0399149686,0425183653,1890208825,0380789116,1590580249,1590580273,051513466X
0446670111,0786882980,0807041122,0451164881,0380793423,037376099x,0006174841,0373482698,0802134637,0380780232,0140245251
0020545509,1573229938,044920023X,0451137612,0671477196,0671666843,0702225088,0451208560,0802730000,0395710901,0307021505
0323023924,0385337841,0670839337,0393090078,0896084825,0393305546,0896084574,0896083292,0393315002,0896081303,0393317773
3257232993,3453872568,349922576X,8817664782,0323023924,3453209613,0140105166,8807811464,8807014815,3453130871,0451628640
3499141639,3404129881,0323023924,038533673X,1561798347,052134994X,1562790048,0375405836,0521305519,1562224549,1562058002
0380541718,0140007628,0446403369,0345368614,0345369491,0140008640,0140063102,0590255142,0671221566,0590818392,0812015630
0312199309,039442350X,0671703552,0471165115,0441022790,0618340696,0679436065,067943559X,006097527X,055329119X,0439507251
0345391829,0930410416,0898865409,0399140034,0789718510,0316706000,0394170024,0898860210,1580050638,0711708770,1840225025
0609603086,0316152447,0805041486,0380818302,0060177594,0060808403,0671529986,0553562584,0380974134,0312977867,0440217202
0312140479,039442350X,0671703552,0471165115,0441022790,0618340696,0679436065,067943559X,006097527X,055329119X,0439507251
0553279556,0775004693,0345342615,0440217121,0452279763,0380726246,1567994369,0687069831,074756034X,0875962149,1566199212
0812580141,1560449667,0425164489,0312869096,0380769387,0451212576,0441007953,0441006957,0761504427,158062782X,0345379039
0374281947,0312863691,0440508592,0373076584,0658001701,0809224275,0842317279,0373240066,0373763824,0195582918,1861000081
0345332997,0345332989,0380008238,156865684X,1585671894,189583757X,031226769X,0002250810,0380818388,1578591074,0553379402
0451194101,0679017747,0307104206,0451191544,0553075624,0373710399,0671871889,0312977174,044020464X,0345380649,0786011297
0553564943,0886776341,0553108204,0743452739,0671034766,0812505026,074345832X,156865684X,0345350464,0345424328,0099771705
0886772370,0380753480,0812512901,0345314875,0192827839,0451523318,0553106406,0553096478,0743418379,0451194101,0446606987
2070361381,2253151165,2020477815,0395718627,0395850878,084234814X,0395811104,0842357424,0395733456,0395710413,0842319190
2070380599,2080812386,2253010049,2070404684,2070384063,2702413390,2253151165,2070361381,8817664782,3453209613,2264029463
2070368823,2266088025,2070403009,2290314137,2070212750,0764551264,2879291747,0521539099,2070295826,2070296660,2070388220
2020477815,2253151165,2070361381,0670858722,094920658X,0962959111,0738204331,0962756261,096234995X,0375402497,0738204498
2253151165,2070361381,2020477815,0892966696,0395718627,084234814X,0395811104,0842357424,0395733456,0395710413,0842337938
0307121348,039442350X,0452010462,067943559X,0439507251,055329119X,0395689279,0671703552,0689833369,0312140479,0441584179
0375725849,0316706000,025321162X,0743227271,0385472919,0345365836,1552975401,0449910024,0805055517,1570611483,0806922737
0440106443,0312865244,0446403423,0312150709,0345289129,0771099533,0451131398,0451406818,052594480X,0380761157,1573221635
0671701231,0373825129,0761110526,0307108899,0764543393,0439420806,0590947311,0743525868,0439306094,0062716131,0446670405
0231074883,039442350X,0843178124,067943559X,0439507251,055329119X,0395689279,0671703552,0689833369,0312140479,0385479956
0061009504,0671721860,0743222113,1570620636,0785813497,0028614496,0385324022,0960255206,0345280229,1580172377,0140156097
0142002399,9507399232,8483101718,8483061945,8493065765,9504910599,9500719193,8804393661,0380733285,0879725109,8483106973
8804393661,8807811464,0912936002,0867202076,0399526870,0865473927,0399517413,0399507906,0865475768,0399200525,0870114220
8807811464,3453209613,8817664782,0140105166,8807014815,0671718339,0786863943,078670683X,1567182798,0786706953,0786815450
2264034882,0892742062,0762705140,0373271980,0373272162,0761515585,0761516719,0761527648,037328697X,0761916679,1557738270
0140055606,0811802221,0679860150,0060968613,0394712978,0765108852,0060170514,0812537572,0844402885,0439507251,0231108680
0679776818,1900512440,1573228567,0312965257,0425103374,0385479662,0060972912,0446403008,0553271571,0345289129,0373217285
0812508424,0425030431,0553245546,0312872267,0312867670,0312867212,0415015960,0312866453,0312864922,0312859090,0684860619
0812555333,0684825414,0312867212,0575070811,0684860619,0425030431,0929141741,0312872267,0446611204,0415015960,0553378643
0312931123,1580172377,0140156097,0814718736,0785813497,1570620636,0960255206,0881503193,0486264769,0373612583,0028614496
006097527X,039442350X,0452010462,055329119X,0735605475,0312109563,0395689279,0671703552,0689833369,0312140479,0385479956
0451458842,1590580486,0425183653,1890208825,1590580249,1590580273,0380789116,0765309521,0399149686,051513466X,0843951044
0060734906,039442350X,006097527X,067943559X,0439507251,055329119X,0395689279,0671703552,0689833369,0312140479,0441584179
0963784617,1551668351,0140442316,0805010459,0140168540,0399505202,051513466X,0399149686,0380789116,0765309521,0425183653
0425096440,0723246505,0683033786,0688044611,0871230232,0192813498,0944349242,0006931960,1932273301,1567310109,1592244343
0060170514,039442350X,0451168240,0312082029,0440201896,038542597X,0231108680,0231074883,0385479956,0395689279,0312109563
0553280414,0373026803,1560252723,037302956X,0525941681,037301970X,0373166265,0844264717,0691033900,0451146360,0192829009
0373291108,0373289278,0380538504,0345289129,0937382000,0312150709,0373512090,1573221635,052594480X,1590520653,0295976853
0345440765,1400041473,0618109617,0451522648,0451203976,0553528076,1843530996,0521292719,0571216315,0312312504,1400047811
0836251822,0064410404,0671529714,0373711840,0064410358,0679433902,0060805188,0449200019,0671649469,0688146910,0811807312
3453209613,8817664782,0140105166,8807014815,8807811464,0842317279,0842337938,0395850878,084234814X,0395811104,0842357424
8420483702,093033082X,0451528425,1569472084,0792280105,1569471924,037328697X,0452010861,1569471290,0452010462,0452008999
0786842431,0449214184,0916773221,0934860726,0061076031,0553570544,0553567950,0679877614,0679853375,0553486381,0553484230
0671737295,0816728798,0439323738,0671734830,0517594412,0374524238,1559390328,0517626330,0761515585,1559362316,1559277254
0743211154,0930436040,0451626710,1569473099,0792458052,1569472084,037328697X,1569471924,0452010861,1569471290,0452010462
0439323738,0816728798,0671737295,0811837890,0373264402,0812011414,0373270968,0812015630,0373271786,0688044611,0373271980
0440496039,1570611483,0806922737,1552975401,0449910024,0805055517,0380978792,0345297687,0802139744,0553575481,038082048X
3522110803,3442452252,3442446082,3455025463,3442451612,3423030038,3442448913,3150037271,3353010602,3499227657,340493010X
3455025463,3442452252,3442446082,3522110803,3442451612,3423030038,3442448913,3150037271,340493010X,3499227657,3353010602
0590523465,0439221714,1570549605,0525463089,0439323738,0439338670,0694525871,068982985X,0816728798,0452281016,0439434289
0816728798,0439323738,0671737295,067100980X,0743227433,1400011663,0743225589,0972952942,0972869263,0375402497,0971574308
3423128704,340493010X,3353010602,3499227657,0451627970,037328697X,1569710228,1569473285,0452010861,1569473099,1569472084
0590673181,1551539004,0843174226,0553247611,0393044548,0802066488,0156013355,0887763235,0590252445,0771014872,0816023573
3423030038,3442452252,3442446082,3522110803,3455025463,3442451612,3442448913,3150037271,3423128704,3499227657,340493010X
0590483463,0688143059,0373092601,0792278771,0425139530,082176537X,0553261576,0373121598,0671801090,0671809075,0786842431
0385498799,0679738711,0671649949,0809069547,0753804670,0060183713,0786868120,0140272941,0312267126,0849953014,0451122240
3353010602,340493010X,3423128704,3499227657,0451627970,0800717732,037328697X,1569710228,1569473285,0452010861,1569473099
3150037271,3442448913,3423030038,3442452252,3442451612,3522110803,3442446082,3455025463,3353010602,340493010X,3423128704
0330262130,0316706000,1559212985,0316057452,0521094747,0140434143,0786013265,0450057062,8433908707,3453146050,8433908731
0689867034,0684870827,0786817909,0142001546,0394859235,0800785959,0299165043,0312097638,0380811022,0735709106,0590188224
0786885971,0316288764,0140436081,0684807858,1903471737,0684870827,0679745211,0595263127,0373264402,0025994611,0940672022
0786817909,0684870827,067100980X,0968214924,1400013755,1400011663,0972952942,0972869263,0375402497,0743227433,0743227891
0684832178,0425161420,0385064780,0786701978,0849900174,0884194876,0786817909,0684870827,0061010839,0440458250,0385489366
0689859910,0786817909,0684870827,0142001546,0786015608,0451409132,0570046556,0452273757,1401300952,0889841098,0425163776
0061008761,0373832907,0786817909,044915002X,0684870827,0743410505,0843178124,0843174218,0843147024,0395962757,0399131027
0684870827,0786817909,067100980X,0971394210,1400013755,0743227433,1400011663,0972952942,0972869263,0375402497,0743227891
0375727019,0375409068,1840385391,0471128457,0373070942,0373072058,0373072600,0373073283,0373074999,0786010002,0471134597
0380752891,0812534840,0345377141,0671876457,0786904976,0786905131,1560763361,0345271025,0553230964,0815411839,0684801299
0807848735,0813116791,0446344877,0552133841,0373240066,0373240074,0696209292,0552137308,0552136875,0373242980,0694525871
0813116791,0807848735,067100980X,1400013755,0374524238,1400011663,0972952942,0972869263,0375402497,0743227433,0971574308
0394744543,0807848735,0813116791,030714190X,0553270079,0684196875,0590255142,0688041744,0373121598,034531428X,0671492993
0316925195,0679724621,0802139744,0553575481,0425139530,042508647X,0425028615,0425030431,0425036596,0425046087,0875967639
0425176053,0345414535,0312169299,0310209951,0060177810,0449211835,0345311922,0679410996,0786015608,0671577212,0452273757
0330301497,0810845687,0373240074,0762188669,1576735818,0373242980,0440295432,0862417929,0862418607,0762400838,086278414X
0451194861,0812097378,0534349668,1565112008,0312436408,1928916023,0139159355,0231120621,0070118833,0673992012,0673992004
0852073259,0195042239,0375408541,0374524238,1400013755,1400011663,0972952942,0972869263,0375402497,0375405836,0971574308
0195042239,0231120621,0852073259,0933031971,1569710813,0452274400,1570250723,037328697X,1570231389,0452273501,0452271746
0671019732,0373512066,0373218818,0385492707,0451408306,0446531103,0843950676,0671015370,0852073259,0373512090,0195042239
0231120621,0195042239,0852073259,042505179X,0425071731,0425070018,0875162592,0425065340,0425056368,0875423655,0385307888
0609804138,0316193658,0679767789,0786867612,0812097378,1928916023,0671818937,1565112008,0534349668,0312436408,0814477844
0345439104,0333727304,1550547496,0686359801,0765344947,0803979576,1567189652,0451154916,0385476019,0553024949,0871138336
0316852570,0449146650,0804116059,0345421272,0449204006,0375813039,0449205215,0821721933,0553379747,0553481053,0226500616
0375757597,0345248228,1559948787,0743439791,156799699X,0553078739,0374202281,0198289642,1558746218,0440220890,0310209951
0140071083,0345248228,0671669842,0807120669,0380008238,0553341820,0553272004,0760716080,0445210214,0671881930,0671881957
0471089656,0380978423,0865262179,0399148159,087022932X,0870119818,087011851X,0399149481,0870114220,0867202076,0399200525
0345248228,0743439791,0671801090,0373261241,0373253494,0373254180,0802116604,037325623X,037325637X,0373256620,0373258607
0743439791,0345248228,0449238342,1569713596,1565123891,1565123441,0373227752,0439446171,1565122720,0439434289,0373240066
0380784165,0345248228,061803580X,0684813955,1561444669,0679404929,0399507906,0060177810,0767915674,0962983152,0440212499
0684848406,0743464842,0192839705,051788433X,1569471924,0575072180,0805062963,0802732801,0553374966,0452284511,0393087832
0451192990,0449148912,0062734768,1568250770,0415046041,1884585221,1885173113,188517344X,0345259122,0670849642,1557504482
0425105695,0525470816,0140058559,1566190959,0671625225,0671899422,0345390261,067160063X,068484396X,088404212X,0671602551
0451455835,038097701X,0679877606,0679721126,1573453005,1575050234,0465044107,037328697X,1575001063,1574530321,1573920959
0679742565,0452008999,0192827839,0451523318,0743418379,0553096478,0446606987,0671749102,0553106406,0802139744,0553575481
0061031070,0380787164,0373898460,067179695X,0061099023,0446307831,0871314320,0451186133,0380766760,1569802068,0312857063
0440222435,0316555525,0688101194,0930436040,0425056368,042508647X,0425071731,0425070018,0875427790,0425065340,0875967639
0451454537,0451450442,0061054852,1565926005,0345335635,0812571916,0061054860,0380820463,0441001947,1560761210,0425121046
0316555525,0688101194,0895870061,0896084825,0393305546,0896084574,0896083292,0393315002,0670838365,0896081303,0393317773
0688101194,0316555525,0892966696,0842357424,0395599369,0843114754,0395621518,0395657768,0395661641,0395689279,0395694604
0297828991,0933031971,0452266297,1570250723,0452273501,037328697X,1570231389,0452271746,0452267897,1569713596,0801834910
0451163540,0553527126,0060955457,0373261241,0671605496,0373835647,0373261632,0316611689,0743458206,0671002503,0451450507
0307121259,0393309274,0446391484,1857443047,0871066599,0553287699,0843101083,0486245578,0898860873,1558320458,0671808435
0671493183,0679873503,078680808X,0385484763,067144901X,0679806695,0380811022,0394859235,0782125034,0590188224,0299165043
067144901X,0590411284,0060734906,0843178124,0440201896,0440209900,0830721983,0826321798,0441005365,0441022790,0441136680
0394900189,067144901X,0060177810,0449211835,0553137336,0345277074,0385290349,0394900022,037319708X,0821766996,0553148133
1852860596,0521426219,0671869108,0609804359,0920576621,0689832087,0375405836,0930100298,0929701712,0689832109,0929141741
0521426219,0375756655,1571740481,0812035585,0373270968,0449910415,0373271786,0688041744,0373271980,0373272162,0688044611
0671869108,1852860596,0521426219,0345257502,0345382412,067179325X,0140105883,0671743562,0312927673,0881924997,088184537X
0812516001,1575666006,0553109367,0449211800,0815411839,0684824442,0553230964,0151002118,0451121252,1567312691,0061056103
0449208796,0316759791,1577486420,0941831701,0345273583,0843137223,0843147024,0380679345,0140034560,0944135064,081616665X
0393318451,0538124415,0451406818,0399500359,0451408810,0373823053,0932440568,0385318405,0932379370,0932379559,038531485X
0393321835,0802137970,038531485X,0385336799,0921820577,038533348x,0571215939,0920576621,092026932X,0385334532,0385335032
0786706953,0312203888,3100540107,0060182695,0792237455,0385721218,038075553X,0792458052,0863560253,0671680757,0451169034
0688149626,0688166180,1573221228,0525944877,0312966768,0373261241,0060955457,0395710901,0060805188,0449200019,0671649469
0399145923,038081840X,006093736X,0761116249,0345410246,031286955X,0735709106,006097527X,0784707723,0735605475,0375408673
0375503994,0609600761,0312965745,0399200525,0865424721,0865473927,0399526870,0865475768,0399517413,0399507906,0913299944
1565922093,1565925653,0395694604,0395811104,0842357424,0395733456,0395718627,0395710413,039570751X,0892966696,0843114754
1565925653,1565922093,0892966696,039570751X,0395811104,0842357424,0395733456,0395718627,0395710413,0395694604,0843114754
013111798X,0131421743,0130949787,0130420808,0130465763,0130474746,0130486094,013888496X,0130975125,0131131230,0553259830
3442722497,3442445426,3442452570,0312423187,0671885561,0521435188,0373870566,0373870582,0373870620,1563990288,0373871503
0130949787,0131421743,0130975125,0130420808,0130465763,0130474746,0130486094,013111798X,013888496X,0131131230,0553259830
0312423187,0671002503,0743458206,0312286910,0316611689,0525483500,1840237430,0786883642,0451627970,0451626710,0451528425
0130465763,0131421743,0130975125,0130420808,0130474746,0130486094,013111798X,013888496X,0130949787,0131131230,0553259830
0140063331,093033082X,0752853163,0373240074,075285884X,0752859056,0753506440,0373242980,0849957680,0803297580,0753804670
0679735909,0345440773,0306810476,0140444416,0806128542,0789441772,0806922737,1570611483,1559212985,0316057452,0062502638
0380716542,0385488653,0679434224,0375719156,0471403946,1886947929,0872863638,0140194851,0786868643,081121091X,1573222011
0380792486,0451148428,0842337911,0877847851,0553293435,0380733285,055312997X,0553293427,0373261551,0689854463,1558681078
0670881767,0898863635,0746002939,0393315002,0670032476,1573240966,0786883243,0345298519,0441639135,0441584179,1573453005
0452281423,0760050732,0684824485,0764501291,0440214858,0811212475,0553584782,1580174493,0761116230,0352332778,0805417761
0553581651,0140156097,1580172377,0814718736,0373612583,0451522338,0060194464,0881503193,0486264769,0960255206,037351185X
1577790227,0743201515,1570281882,0345331214,0440104157,0806518685,0060726024,0789404478,0764553453,0517357682,157243421X
157243421X,0060726024,1892049252,0764553453,0961861401,0786863943,014039009X,0789404478,0060163267,0517357682,0806518685
0679775439,0099448785,1551665492,1567312160,0679753796,0816134464,1580050646,037305355X,0373303424,1555836291,038078999X
1570281882,0345331214,0440104157,1577790227,0743201515,0806518685,014039009X,0517357682,0789404478,157243421X,0786863943
8484034445,0684825953,0553803468,0802044069,0393305546,190301512X,0201353504,0393322904,0913299944,0849937302,0671497782
0345272595,0688065481,0451450442,0195204387,0471332224,0395480086,0671776290,0394806220,0819908703,0671706055,0671577212
0961861401,0764553453,0789404478,014039009X,0060726024,0786863943,0060163267,1892049252,0517357682,157243421X,0806518685
0806518685,0743201515,1577790227,0440104157,1570281882,0345331214,0789404478,0060726024,0517357682,0961861401,0786863943
0786863943,157243421X,0764553453,0789404478,0060163267,0517357682,1892049252,0961861401,0060726024,014039009X,0806518685
3596215226,3453146050,0471966398,3426268779,3518373080,3499104326,3518366610,3442248876,3453146069,0553091395,0553078739
0743201515,1577790227,0440104157,1570281882,0345331214,0806518685,0517357682,014039009X,1892049252,0764553453,0786863943
3518373080,0892966696,0395850878,0395599369,0395621518,0395657768,0395661641,0842373608,0395689279,0395694604,039570751X
3257018959,1857025539,3596109248,3522170903,3522174283,3499121956,3518373080,3442309026,1557046395,0380554836,1557041431
0786817089,4770015240,0848726286,0394722183,0879758368,0314012257,0070112231,0716726041,0070112126,0399505210,0874849098
0345445856,0380733285,0446611298,0395621518,0192818163,0658001701,1587242583,039457172X,0688066496,0446607266,0373763824
0440104157,0345331214,1570281882,1577790227,0743201515,0806518685,0060726024,0786863943,157243421X,0961861401,0764553453
1587242583,0679407715,0892966696,0395710413,084234814X,0395811104,0842357424,0395733456,0395718627,039570751X,0842337938
0140026177,1587242583,0679407715,0385237081,0375703802,075530666X,0375508120,1556590954,0375509038,0375700552,1556432461
014039009X,0786863943,0961861401,0789404478,157243421X,0764553453,1892049252,0060726024,0060163267,0517357682,0806518685
0060520515,0399149686,0765309521,0380789116,1590580249,1590580273,1590580486,1890208825,0425183653,051513466X,1551666979
042513699X,0312965257,0553227882,0440400856,0393309274,0446391484,0871066599,1857443047,0843101083,0486245578,1558320458
0679407715,1573240966,0965664120,1587242583,0312268726,038524925X,1567313116,0451626710,1567920047,0451528425,037328697X
0747273200,3257213239,1587242583,3446200487,0679407715,0394719336,0821766996,0394740777,0394738551,0394729110,0821769936
015602943X,1566911605,1890132322,0060637935,0486296776,0140007628,0380541718,0446403369,0345369491,0345368614,0140008640
0671686151,0785271767,0140445064,0310209951,0395850878,1569247145,0060536993,0446672785,1884365302,0971394210,0020165609
0345455916,0553106449,0671578197,067186839X,1587242583,0679407715,006017000X,0583121349,0439560438,0596004788,006059036X
1931081743,0892966696,0395850878,0395599369,0395621518,0395657768,0395661641,0842373608,0395689279,0395694604,039570751X
0679733485,0679440089,0140075577,0671643703,038503007X,0151003394,0380711044,0684189259,0964928310,0829419888,0440221056
0732269199,0684869985,0670855618,0393047857,0312865406,0312859201,0684801752,0671254677,014001599X,0517704005,1559277254
0671877046,0785813497,1570620636,0028614496,0960255206,0345280229,0671721860,1580172377,0814718736,0140156097,0312931123
0380761599,0898706033,0852073259,0862417929,0862415330,0862412307,0861889908,0399143238,0399143815,086020166X,0859915107
0553279025,159182303X,0840734530,1903471737,0553245546,0373191073,0380775549,0553527126,0821713736,0802447910,0440212596
0886773741,1580050301,0884114066,0807842931,0439507251,0736901329,0764226061,0440201896,0863775454,0312140479,0345364759
0553276387,0786904976,0671876457,0786905131,1560763361,0380775549,0553279025,0671653962,0879977981,1842040154,0446610909
0440223547,0345427181,034542719X,0471548316,0135729823,0806971320,0571142133,0340656522,0340642777,0340624566,0670874191
0140186484,0451122240,8408020366,0140185135,0671649949,0753804670,0809069547,0679736328,9681602072,0140272941,8432205826
0590457403,0689867034,0534096484,0133903605,1575620952,1573920339,0806905786,0877654328,1888052007,0806902930,0072898410
0345384563,0805010459,0140442316,1873176570,0399505202,0140168540,0811831965,0916397769,0575072180,1569471924,051788433X
1840184264,0300054289,093033082X,0375408541,1560532734,1560524936,0375402497,0520034228,1560449667,051788433X,0375405836
0451628640,1884800394,0812092007,1883013860,0736905324,1566891051,0785266097,087877033X,0877888566,0877952604,0878577475
1566891051,0451628640,1883013860,0736905324,0812092007,1884800394,0553199528,0785266097,0786817259,0786815450,0786706953
0520204395,0881333735,0679764437,0520204069,0684841800,0195104579,0300054289,1840184264,0312868863,0937934399,0743444787
0520204069,0881333735,0679764437,0520204395,0684841800,0195104579,0300054289,1840184264,0312868863,0937934399,0743444787
0785266097,1883013860,0736905324,0812092007,1884800394,0609808400,0451628640,1566891051,0385480164,0452278910,0736901329
0195104579,0684841800,0679764437,0881333735,0520204395,0520204069,0300054289,1840184264,0312868863,0804109168,0938256084
1883013860,0736905324,1884800394,0812092007,0609808400,0451628640,0785266097,1566891051,0767901770,1550135759,0786880139
0425067866,0525470816,0140058559,1566190959,0812092007,0736905324,1883013860,1884800394,0671625225,067160063X,0609808400
0812092007,1883013860,1884800394,0736905324,0609808400,0451628640,0785266097,1566891051,0373244312,0552137308,0440222516
1567181015,0670031313,0451200748,0451202945,0373271980,0373272162,0749301015,0749301600,0749306629,0451201698,037328697X
0736905324,0812092007,1883013860,1884800394,0609808400,0451628640,0785266097,1566891051,0786883243,0786883642,0552148946
0061073628,0373625464,0609808400,0812092007,1883013860,0736905324,1884800394,0785266097,0451408012,0843937424,0140236414
0688140475,0151003394,0736905324,1884800394,1883013860,0812092007,0609808400,0785266097,0060925450,0679454403,0451628640
0609808400,1883013860,0736905324,1884800394,0812092007,0785266097,0451628640,1566891051,0743200330,1931402213,0375420908
1563899760,0130841293,0373511817,0140444866,1550226177,0764104675,0373122594,0801317800,0373193793,1401600328,1551666626
0743200330,0812092007,0736905324,1883013860,1884800394,0609808400,0785266097,0451628640,1566891051,0811201465,0965036103
1931402213,051513466X,0765309521,0425183653,1590580486,1890208825,0380789116,1590580249,0399149686,1590580273,0312283962
1884800394,0812092007,1883013860,0736905324,0609808400,0451628640,0785266097,1566891051,0786883243,0786883642,1550131575
0451160193,1853267805,0671649469,0060805188,0449200019,0671743562,0140277161,0385041594,0394710487,0515129976,0006148891
1550226177,0764104675,0470831987,0373123574,0439565537,1587360985,1555422020,0773674853,0373512295,0894649183,0688177522
0679446672,0892966696,0395850878,0395599369,0843114754,0395621518,0395657768,0395661641,0395689279,0395694604,039570751X
1401600328,0771034571,0373123574,0373193793,0471141038,0470831987,1555422020,0439498406,1551666626,0263831213,0439565537
0679463321,0534353908,0073972010,0134589025,0375502327,0139159355,0070118833,0673992004,0673992012,0155017500,1565112008
0465072836,0671463632,0449200795,0525470395,0879978821,0679446672,0345284798,0345310500,0553227386,0345251911,1579542670
0486268705,1570611483,0806922737,0449910024,1552975401,0805055517,0486290360,0486272664,0380978792,0345297687,0679446672
0801317800,0771034571,0471141038,0373123574,0373058829,0135115299,0773674853,0439498406,0373512295,1401600328,0373193793
0486275477,0679446672,0670033626,0575055294,0373122179,0373119844,0373119909,0373119917,0373120478,0842317279,0373120796
0399145796,0679446672,0811815285,0415015960,0929141741,0312872267,0553378643,0684860619,1896356060,0312867670,0312867212
0312321597,1555422020,0263831213,0373193793,0373512295,0373513178,0470831987,0373058829,1401600328,0135115299,0773674853
0786890061,1565123441,0394508947,0446311065,0060162066,1569473099,0375508120,0060809566,0440192625,0393952045,0812511786
0446602299,0060808403,0380974134,0440217202,0671529986,0312977867,0373291159,0965763986,0440226589,0553374435,0962983152
0671742493,0553584782,1580174493,0761116230,0811212475,0440214858,0684824485,0393045897,0684801558,0805417761,0385267061
1566911605,1890132322,0399550003,0870679554,087022932X,0870119818,0399149481,087011851X,0870114220,0867202076,0399200525
1890132322,1566911605,0380978423,0399200525,0865473927,0399526870,0865475768,0399517413,0399507906,0867202076,039911565X
0452265169,0891416900,0195138260,0743222849,0811829057,0534145329,0553379127,0691004323,0553582313,0896938891,0691011478
0374413312,1570611483,0806922737,0449910024,0805055517,1552975401,0380978792,0345297687,0802139744,0553575481,038082048X
0810845687,0380707632,0806110449,0670843962,0806986166,0972869263,0060970308,1402705190,1400013755,0972952942,0375402497
0877796165,0803714629,0688060862,044651439X,1894663470,0002250810,1585671894,189583757X,031226769X,0425184706,0070304343
0972869263,0380707632,0060970308,0670843962,0810845687,0806986166,0806110449,0971545111,0743227433,1400013755,1400011663
0140183884,0517591820,0385075448,1401201172,0394510259,0425194507,015636090X,1555835376,0750931787,0750927720,1555836569
0140234535,0312867670,0929141741,0425030431,0679017747,0307104206,0415015960,0312864922,0312866453,0553075624,0312867212
0670843962,0380707632,0060970308,0810845687,0806986166,0972869263,0806110449,067100980X,0971574308,0743227891,1400013755
0140263357,0140442316,0805010459,0399505202,0140168540,0802732801,051788433X,0575072180,1569471924,0812532384,0393087832
1565926005,038531485X,0374524238,0517800985,0517704005,1560532734,1560524936,0375402497,051768781X,1560449667,0517643049
